global_sd,races,brier,log_loss,expected_calibration_error,root_mean_squared_calibration_error,maximum_calibration_error,coverage_50,coverage_error_50,absolute_coverage_error_50,coverage_80,coverage_error_80,absolute_coverage_error_80,coverage_95,coverage_error_95,absolute_coverage_error_95,mean_absolute_coverage_error,maximum_absolute_coverage_error,cycle
7.5,33,0.10170344001953928,0.723958920495129,0.10378114815156554,0.16564771521456426,0.6033582524314367,0.42424242424242425,-0.07575757575757575,0.07575757575757575,0.7575757575757576,-0.042424242424242475,0.042424242424242475,0.8484848484848485,-0.10151515151515145,0.10151515151515145,0.07323232323232322,0.10151515151515145,2018
7.5,33,0.05924482156466463,0.191778997056696,0.09160212277368115,0.13101710843401823,0.3131156166153824,0.6363636363636364,0.13636363636363635,0.13636363636363635,0.8787878787878788,0.07878787878787874,0.07878787878787874,0.9090909090909091,-0.040909090909090895,0.040909090909090895,0.08535353535353533,0.13636363636363635,2020
7.5,34,0.04483105021743681,0.14292659473465316,0.08120593096333842,0.15373839069097653,0.4612461175864835,0.5588235294117647,0.05882352941176472,0.05882352941176472,0.7941176470588235,-0.005882352941176561,0.005882352941176561,0.9117647058823529,-0.038235294117647034,0.038235294117647034,0.0343137254901961,0.05882352941176472,2022
7.5,34,0.037318697016133356,0.12656678885905265,0.06705186080964787,0.12029828666232807,0.36657092822815507,0.5882352941176471,0.08823529411764708,0.08823529411764708,0.7941176470588235,-0.005882352941176561,0.005882352941176561,0.9705882352941176,0.020588235294117685,0.020588235294117685,0.03823529411764711,0.08823529411764708,2024
7.75,32,0.11740923353054634,0.38142930424150606,0.1537970198327485,0.21791617582294154,0.6274122262671944,0.34375,-0.15625,0.15625,0.5625,-0.23750000000000004,0.23750000000000004,0.78125,-0.16874999999999996,0.16874999999999996,0.1875,0.23750000000000004,2012
7.75,35,0.06634889053245353,0.222744143359508,0.09600737105318115,0.14988786101211526,0.40943428869918497,0.4857142857142857,-0.01428571428571429,0.01428571428571429,0.7142857142857143,-0.08571428571428574,0.08571428571428574,0.9142857142857143,-0.0357142857142857,0.0357142857142857,0.045238095238095244,0.08571428571428574,2014
7.75,33,0.09426156864290758,0.27068668428401604,0.12924348300339675,0.21801812272892834,0.6773860594867956,0.30303030303030304,-0.19696969696969696,0.19696969696969696,0.6363636363636364,-0.1636363636363637,0.1636363636363637,0.8484848484848485,-0.10151515151515145,0.10151515151515145,0.15404040404040403,0.19696969696969696,2016
7.75,33,0.10183761522257995,0.695930156986054,0.1050697118790258,0.16532040992277844,0.6000961641024525,0.48484848484848486,-0.015151515151515138,0.015151515151515138,0.7878787878787878,-0.0121212121212122,0.0121212121212122,0.8484848484848485,-0.10151515151515145,0.10151515151515145,0.04292929292929293,0.10151515151515145,2018
7.75,33,0.059398656994281616,0.19260922712813236,0.09250891447118145,0.13334000270702015,0.31869185285941365,0.6363636363636364,0.13636363636363635,0.13636363636363635,0.8787878787878788,0.07878787878787874,0.07878787878787874,0.9090909090909091,-0.040909090909090895,0.040909090909090895,0.08535353535353533,0.13636363636363635,2020
7.75,34,0.045253923027382875,0.14502189447641,0.06087858284414209,0.1294602591076191,0.4624840116450133,0.5588235294117647,0.05882352941176472,0.05882352941176472,0.8235294117647058,0.0235294117647058,0.0235294117647058,0.9117647058823529,-0.038235294117647034,0.038235294117647034,0.04019607843137252,0.05882352941176472,2022
7.75,34,0.03789244837728419,0.1290503353865653,0.06925338085227842,0.12248783468211759,0.3707185695485906,0.5882352941176471,0.08823529411764708,0.08823529411764708,0.8235294117647058,0.0235294117647058,0.0235294117647058,0.9705882352941176,0.020588235294117685,0.020588235294117685,0.04411764705882352,0.08823529411764708,2024
8.0,32,0.1167650293002945,0.37519047159082125,0.14384184291851265,0.21665372018751827,0.5696373603207472,0.375,-0.125,0.125,0.5625,-0.23750000000000004,0.23750000000000004,0.78125,-0.16874999999999996,0.16874999999999996,0.17708333333333334,0.23750000000000004,2012
8.0,35,0.06631812959373506,0.22148566086684962,0.0967925844798651,0.1498894332948153,0.41221759583445905,0.5142857142857142,0.014285714285714235,0.014285714285714235,0.7714285714285715,-0.02857142857142858,0.02857142857142858,0.9428571428571428,-0.0071428571428571175,0.0071428571428571175,0.016666666666666646,0.02857142857142858,2014
